MonthYear,GDP,Export,Import,Inflation,Variations Inflation (%),Interest rate on bank loans,Variations Interest rates on bank loans(%),Government Spending (% of GDP),HouseHold Taxes,Debt to Income Ratio (%),New mortgages ,Part of mortgage already paid,Mortgages (Million of Livre),Corporation tax Rate,Household Tax Rate,Deposits for households,Interest rates on government bonds,Housing wealth,Residential mortgage LTV ratio (%),Housing stock,Annual business investment (million livre),% growth,Private pension wealth (billion Livres),Total wealth (billion Livres),UK National debt en % de GDP,UK National debt en Livres,Nominal demand for GB (ICPF),Nominal demand for GB (Rest of the World ou Overseas),Nominal demand for GB (CB),Interest rates on deposits (%),UK government bonds issued by Central Government (in sterling millions),Interest rates Mortgages 3 years (%),Bank bond supply ,Government transfer to households,% of net disposable income,Annuities ,Bank Dividend (in sterling millions)
2012-03-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,135.2,334.15,-7399.0,1289.0,0.24,0.5,32048833333.333332,2.323,2099583.3333333335,84.43312,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,-1795.0,4.52,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-04-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,,345.55,,1214.0,0.24,0.5,32048833333.333332,2.2117,2099583.3333333335,,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,-706.0,4.51,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-05-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,,355.77,,586.0,0.24,0.5,32048833333.333332,1.9416,2099583.3333333335,,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,3673.0,4.52,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-06-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,134.4,362.35,-8239.0,665.0,0.24,0.5,32048833333.333332,1.7698,2099583.3333333335,84.5045,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,-550.0,4.51,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-07-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,,365.79,,1017.0,0.24,0.5,32048833333.333332,1.6523,2099583.3333333335,,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,-2096.0,4.51,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-08-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,,369.04,,319.0,0.24,0.5,32048833333.333332,1.6735,2099583.3333333335,,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,-6328.0,4.49,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-09-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,133.8,363.31,-7350.0,813.0,0.24,0.5,32048833333.333332,1.7222,2099583.3333333335,84.64412,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,-1199.0,4.51,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-10-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,,351.03,,669.0,0.24,0.5,32048833333.333332,1.7721,2099583.3333333335,,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,61.0,4.44,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-11-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,,347.95,,555.0,0.24,0.5,32048833333.333332,1.7741,2099583.3333333335,,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,1834.0,4.41,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2012-12-01,223050833333.33334,66443500000.0,69812916666.66667,2.57,-33.42,-1.05,-24.46,,11.895999999999999,132.6,339.65,-8562.0,985.0,0.24,0.5,32048833333.333332,1.8467,2099583.3333333335,84.76536999999999,1925916666.6666667,13333.5,7.3,,,75.9,169295582500.0,45709807275.0,38937983975.0,38937983975.0,0.0,-3727.0,4.38,27.333333333333332,17621015833.333332,449.91900000000004,,562.6666666666666
2013-01-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,309.71,,570.0,0.23,0.45,34185166666.666668,2.0795,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,11123.0,4.58,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-02-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,297.33,,919.0,0.23,0.45,34185166666.666668,2.1781,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,-4497.0,4.57,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-03-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,131.9,300.84,-10276.0,586.0,0.23,0.45,34185166666.666668,1.9768,2099583.3333333335,84.9258,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,566.0,4.52,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-04-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,304.58,,971.0,0.23,0.45,34185166666.666668,1.7824,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,-921.0,4.47,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-05-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,286.1,,810.0,0.23,0.45,34185166666.666668,1.9462,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,6307.0,4.43,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-06-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,131.2,267.88,-9166.0,1138.0,0.23,0.45,34185166666.666668,2.3063,2099583.3333333335,85.55646999999999,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,5433.0,4.39,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-07-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,259.97,,1206.0,0.23,0.45,34185166666.666668,2.471,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,912.0,4.33,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-08-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,249.2,,1320.0,0.23,0.45,34185166666.666668,2.7088,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,2854.0,4.28,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-09-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,130.2,237.0,-7438.0,1388.0,0.23,0.45,34185166666.666668,2.8443,2099583.3333333335,85.34576,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,2263.0,4.2,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-10-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,230.88,,1526.0,0.23,0.45,34185166666.666668,2.6784,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,5280.0,4.13,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-11-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,,229.73,,1340.0,0.23,0.45,34185166666.666668,2.7598,2099583.3333333335,,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,6874.0,4.08,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2013-12-01,229464166666.66666,68203583333.333336,71986333333.33333,2.29,-10.89,-1.34,27.62,,12.359000000000002,128.8,218.05,-8182.0,1956.0,0.23,0.45,34185166666.666668,2.9458,2099583.3333333335,85.44306999999999,1936333333.3333333,13737.25,3.0,383.3333333333333,951.5833333333334,79.75,182997672916.66666,49409371687.5,42089464770.833336,42089464770.833336,0.0,2156.0,4.03,19.666666666666668,18127669166.666668,444.5874,1924.8547500000002,656.1666666666666
2014-01-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,207.85,,1816.0,0.21,0.45,39571500000.0,2.91,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,1408.0,3.97,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-02-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,210.05,,1964.0,0.21,0.45,39571500000.0,2.8147,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,1835.0,3.93,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-03-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,127.4,207.94,-7945.0,1993.0,0.21,0.45,39571500000.0,2.7837,2120416.6666666665,86.34506,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,-6158.0,3.9,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-04-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,219.33,,2371.0,0.21,0.45,39571500000.0,2.7417,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,-85.0,3.83,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-05-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,216.72,,2260.0,0.21,0.45,39571500000.0,2.6989,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,700.0,3.78,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-06-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,126.8,206.99,6861.0,2162.0,0.21,0.45,39571500000.0,2.7842,2120416.6666666665,86.66818,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,2275.0,3.74,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-07-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,200.26,,2177.0,0.21,0.45,39571500000.0,2.7343,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,3585.0,3.69,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-08-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,201.81,,1974.0,0.21,0.45,39571500000.0,2.5347,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,-2749.0,3.65,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-09-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,127.0,198.38,-6830.0,1587.0,0.21,0.45,39571500000.0,2.4919,2120416.6666666665,86.43346,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,-3533.0,3.61,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-10-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,184.48,,1631.0,0.21,0.45,39571500000.0,2.2469,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,1930.0,3.56,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-11-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,,189.15,,1970.0,0.21,0.45,39571500000.0,2.1593,2120416.6666666665,,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,4396.0,3.54,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2014-12-01,252894166666.66666,71343666666.66667,75412750000.0,1.45,-36.68,-1.19,-11.19,,12.724,126.7,193.68,-8366.0,1600.0,0.21,0.45,39571500000.0,1.9287,2120416.6666666665,86.20971999999999,1947666666.6666667,14436.583333333334,5.1,,,82.17,207803136750.0,56106846922.5,47794721452.5,47794721452.5,0.0,-3896.0,3.51,23.166666666666668,19978639166.666668,478.2322,,512.5833333333334
2015-01-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,195.1,,1800.0,0.2,0.45,38109166666.666664,1.589,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,-3515.0,3.48,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-02-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,187.19,,1832.0,0.2,0.45,38109166666.666664,1.7365,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,-2120.0,3.47,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-03-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,126.4,181.74,-8096.0,2199.0,0.2,0.45,38109166666.666664,1.7941,2120416.6666666665,86.62543000000001,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,-6450.0,3.45,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-04-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,179.35,,2206.0,0.2,0.45,38109166666.666664,1.755,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,5110.0,3.4,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-05-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,169.32,,2734.0,0.2,0.45,38109166666.666664,2.0243,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,5290.0,3.39,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-06-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,125.3,154.42,-6635.0,2791.0,0.2,0.45,38109166666.666664,2.1696,2120416.6666666665,86.79741999999999,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,3727.0,3.34,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-07-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,150.26,,3172.0,0.2,0.45,38109166666.666664,2.1353,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,4748.0,3.31,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-08-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,155.95,,3560.0,0.2,0.45,38109166666.666664,1.9799,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,5094.0,3.29,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-09-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,124.5,155.94,-2227.0,3643.0,0.2,0.45,38109166666.666664,1.8814,2120416.6666666665,86.6043,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,-4381.0,3.24,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-10-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,157.31,,3770.0,0.2,0.45,38109166666.666664,1.8459999999999999,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,1866.0,3.2,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-11-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,,157.27,,3878.0,0.2,0.45,38109166666.666664,1.9779,2120416.6666666665,,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,4212.0,3.17,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2015-12-01,241368333333.33334,66154083333.333336,69589500000.0,0.37,-74.48,,,,12.558,123.6,153.31,-3397.0,3409.0,0.2,0.45,38109166666.666664,1.9234,2120416.6666666665,86.64226,1961916666.6666667,14974.75,3.7,446.6666666666667,1078.4166666666667,83.69,202001158166.66666,54540312705.0,46460266378.333336,46460266378.333336,0.0,-4702.0,3.13,33.833333333333336,19068098333.333332,458.694,1925.2352499999997,1463.75
2016-01-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,159.63,,3799.0,0.2,0.45,34763000000.0,1.7833,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,-5910.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-02-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,182.49,,3628.0,0.2,0.45,34763000000.0,1.5032,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,3191.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-03-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,124.0,182.99,-1024.0,7200.0,0.2,0.45,34763000000.0,1.5434,2123083.3333333335,86.69196,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,-2483.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-04-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,174.96,,641.0,0.2,0.45,34763000000.0,1.5688,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,3324.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-05-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,176.72,,2896.0,0.2,0.45,34763000000.0,1.5366,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,-2108.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-06-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,124.6,171.36,-8079.0,3150.0,0.2,0.45,34763000000.0,1.3105,2123083.3333333335,87.46939,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,-9405.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-07-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,185.3,,2921.0,0.2,0.45,34763000000.0,0.9569,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,-1317.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-08-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,189.79,,2975.0,0.2,0.45,34763000000.0,0.7421,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,4769.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-09-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,125.9,181.96,-4606.0,3029.0,0.2,0.45,34763000000.0,0.8243,2123083.3333333335,87.53282,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,2263.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-10-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,170.28,,3197.0,0.2,0.45,34763000000.0,1.078,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,10173.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-11-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,,157.32,,2920.0,0.2,0.45,34763000000.0,1.3818,2123083.3333333335,,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,3931.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2016-12-01,221603333333.33334,62667083333.333336,66142416666.666664,1.01,172.97,,,,12.62,126.6,153.0,-5969.0,3884.0,0.2,0.45,34763000000.0,1.4336,2123083.3333333335,87.25459000000001,1977750000.0,14912.583333333334,-0.4,,,83.73,185548471000.0,50098087170.0,42676148330.0,42676148330.0,0.0,-6168.0,,48.083333333333336,17506663333.333332,493.0752,,1001.3333333333334
2017-01-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,150.12,,3794.0,0.19,0.45,35117833333.333336,1.4203,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,513.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-02-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,148.71,,3845.0,0.19,0.45,35117833333.333336,1.3058,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,-4901.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-03-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,127.7,145.12,-5615.0,3780.0,0.19,0.45,35117833333.333336,1.194,2160083.3333333335,87.34156,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,710.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-04-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,145.8,,3243.0,0.19,0.45,35117833333.333336,1.0789,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,976.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-05-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,150.9,,4081.0,0.19,0.45,35117833333.333336,1.1175,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,757.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-06-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,127.5,146.22,-5367.0,4081.0,0.19,0.45,35117833333.333336,1.0846,2160083.3333333335,87.49141999999999,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,3088.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-07-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,133.62,,3949.0,0.19,0.45,35117833333.333336,1.2713,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,70.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-08-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,134.36,,4279.0,0.19,0.45,35117833333.333336,1.1241,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,-1831.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-09-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,128.0,120.85,-3455.0,3972.0,0.19,0.45,35117833333.333336,1.2436,2160083.3333333335,87.44778000000001,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,2033.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
