Date,GDP,Export,Import,Inflation,Variations Inflation (%),Interest rate on bank loans,Variations Interest rates on bank loans(%),Government Spending (% of GDP),HouseHold Taxes,Debt to Income Ratio (%),New mortgages ,Part of mortgage already paid,Mortgages (Million of Livre),Corporation tax Rate,Household Tax Rate,Deposits for households,Interest rates on government bonds,Housing wealth,Residential mortgage LTV ratio (%),Housing stock,Annual business investment (million livre),% growth,Private pension wealth (billion Livres),Total wealth (billion Livres),UK National debt en % de GDP,UK National debt en Livres,Nominal demand for GB (ICPF),Nominal demand for GB (Rest of the World ou Overseas),Nominal demand for GB (CB),Interest rates on deposits (%),UK government bonds issued by Central Government (in sterling millions),Interest rates Mortgages 3 years (%),Bank bond supply ,Government transfer to households,% of net disposable income,Annuities ,Bank Dividend (in sterling millions)
2008-03-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,146.6,150.12,2236.0,5677.0,0.3,0.4,35551750000.0,4.445,2060416.6666666667,90.36823000000001,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-04-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,,167.5,,4700.0,0.3,0.4,35551750000.0,4.6432,2060416.6666666667,,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-05-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,,160.11,,3720.0,0.3,0.4,35551750000.0,4.8683,2060416.6666666667,,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-06-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,146.8,149.4,-2473.0,2712.0,0.3,0.4,35551750000.0,5.2103,2060416.6666666667,89.76945,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-07-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,,140.98,,3120.0,0.3,0.4,35551750000.0,5.0494,2060416.6666666667,,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-08-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,,137.11,,124.0,0.3,0.4,35551750000.0,4.7267,2060416.6666666667,,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-09-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,146.8,138.05,-6337.0,1220.0,0.3,0.4,35551750000.0,4.5701,2060416.6666666667,87.63492,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-10-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,,219.23,,307.0,0.3,0.4,35551750000.0,4.5789,2060416.6666666667,,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,4.25,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-11-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,,260.6,,483.0,0.3,0.4,35551750000.0,4.2571,2060416.6666666667,,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,2.75,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2008-12-01,242003333333.33334,64708500000.0,70682916666.66667,3.52,47.28,1.78,-38.41,50.096509999999995,11.776,145.6,312.4,-9778.0,971.0,0.3,0.4,35551750000.0,3.6238,2060416.6666666667,86.95358,,13482.333333333334,-2.9,,,38.86,94042495333.33333,25391473740.0,21629773926.666668,21629773926.666668,1.75,,,51.833333333333336,19118263333.333332,397.5789,,1718.6666666666667
2009-01-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,316.3,,358.0,0.28,0.4,25458166666.666668,3.6699,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,1.25,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-02-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,341.38,,942.0,0.28,0.4,25458166666.666668,3.6899,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.75,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-03-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,144.8,343.26,-9482.0,385.0,0.28,0.4,25458166666.666668,3.2497,2060416.6666666667,83.24837,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-04-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,329.7,,755.0,0.28,0.4,25458166666.666668,3.4072,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-05-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,322.33,,235.0,0.28,0.4,25458166666.666668,3.6206,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-06-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,143.7,331.85,-8450.0,405.0,0.28,0.4,25458166666.666668,3.7221,2060416.6666666667,81.84522,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-07-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,320.89,,147.0,0.28,0.4,25458166666.666668,3.8238,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-08-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,317.54,,834.0,0.28,0.4,25458166666.666668,3.7142,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-09-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,142.6,328.47,-6251.0,1167.0,0.28,0.4,25458166666.666668,3.6566,2060416.6666666667,81.58821999999999,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-10-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,334.1,,938.0,0.28,0.4,25458166666.666668,3.5699,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-11-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,,333.12,,1517.0,0.28,0.4,25458166666.666668,3.7592,2060416.6666666667,,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2009-12-01,199565833333.33334,52191250000.0,55868500000.0,1.96,-44.32,-0.96,-153.93,53.3387,12.17,141.8,338.09,-5511.0,1084.0,0.28,0.4,25458166666.666668,3.8871,2060416.6666666667,81.77637,1891166666.6666667,11265.583333333334,-16.4,336.4166666666667,870.1666666666666,49.14,98066650500.0,26477995635.0,22555329615.0,22555329615.0,0.0,,,27.083333333333332,15765700833.333334,409.8151,1924.6105,961.5833333333334
2010-01-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,324.11,,1101.0,0.28,0.5,27765833333.333332,4.0025,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,8067.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-02-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,334.19,,1036.0,0.28,0.5,27765833333.333332,4.0624,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,5348.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-03-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,141.5,343.24,-7819.0,422.0,0.28,0.5,27765833333.333332,4.0915,2019000.0,81.9234,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,4221.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-04-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,342.04,,131.0,0.28,0.5,27765833333.333332,4.1007,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,5049.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-05-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,343.1,,793.0,0.28,0.5,27765833333.333332,3.7772,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,414.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-06-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,140.5,344.86,-9018.0,646.0,0.28,0.5,27765833333.333332,3.6007,2019000.0,82.45657,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,6853.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-07-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,349.61,,-183.0,0.28,0.5,27765833333.333332,3.5087,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,2197.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-08-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,342.38,,1421.0,0.28,0.5,27765833333.333332,3.233,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,-469.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-09-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,140.3,345.53,-8685.0,288.0,0.28,0.5,27765833333.333332,3.1271,2019000.0,82.17753,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,-2606.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-10-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,338.69,,619.0,0.28,0.5,27765833333.333332,3.0685,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,1902.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-11-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,,329.65,,538.0,0.28,0.5,27765833333.333332,3.3110000000000004,2019000.0,,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,8349.0,,30.25,16148258333.333334,421.838,,682.1666666666666
2010-12-01,204408333333.33334,57568666666.666664,62088750000.0,2.49,27.04,-1.02,6.25,53.44809,12.014000000000001,139.7,319.1,-10197.0,-308.0,0.28,0.5,27765833333.333332,3.6098,2019000.0,82.44919,1903250000.0,11896.75,5.6,,,65.47,133826135833.33333,36133056675.0,30780011241.666668,30780011241.666668,0.0,3348.0,,30.25,16148258333.333334,421.838,,682.1666666666666
